Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HGT
1,Tariq Abdul-Wahad\abdulta01,SG,27,TOT,24,12,441,4.5,12,0.374,0.1,0.2,0.5,4.4,11.8,0.372,2,2.7,0.727,3.3,3.5,6.9,2,1.6,0.8,2.2,4.6,11,1.98
2,Shareef Abdur-Rahim\abdursh01,PF,25,ATL,77,77,2980,7.2,15.7,0.461,0.3,0.8,0.3,7,14.8,0.47,5.1,6.3,0.801,2.4,6,8.4,2.9,1.2,1,3,2.6,19.8,2.06
3,Courtney Alexander\alexaco02,SG,24,WAS,56,28,1325,6.1,12.9,0.47,0.1,0.5,0.278,5.9,12.4,0.478,2.7,3.3,0.81,1.2,2.9,4,2.3,1,0.2,1.6,3.1,14.9,1.96
4,Victor Alexander\alexavi01,C,32,DET,15,0,97,6.7,18.9,0.353,0,0.7,0,6.7,18.2,0.367,1.5,3,0.5,2.6,8.2,10.8,2.2,0,0.4,1.9,2.2,14.8,2.06
5,Malik Allen\allenma01,PF,23,MIA,12,2,161,4.9,11.4,0.431,0,0.2,0,4.9,11.2,0.44,1.8,2.2,0.8,3.4,5.1,8.5,1.1,0.7,1.8,0.4,3.6,11.6,2.08
6,Ray Allen*\allenra02,SG,26,MIL,69,67,2525,7.6,16.4,0.462,3.3,7.5,0.434,4.3,8.8,0.485,3.1,3.5,0.873,1.2,3.3,4.4,3.9,1.3,0.3,2.3,2.2,21.4,1.96
7,Rafer Alston\alstora01,PG,25,MIL,50,7,600,4,11.5,0.346,1.6,4.3,0.38,2.3,7.2,0.325,1.1,1.7,0.621,0.6,3.7,4.3,8.6,1.9,0.1,2.4,2.5,10.6,1.88
8,John Amaechi\amaecjo01,PF,31,UTA,54,0,586,3.3,10.2,0.325,0,0,,3.3,10.2,0.325,4.1,6.5,0.638,3.2,3.5,6.7,1.8,0.4,0.6,3.4,3.9,10.8,2.08
9,Chris Andersen\anderch01,C,23,DEN,24,1,262,3.4,10.2,0.338,0,0.5,0,3.4,9.6,0.357,3,3.8,0.786,5.2,5.2,10.4,1,1,3.8,1.8,4.8,9.9,2.08
10,Derek Anderson\anderde01,SG,27,POR,70,27,1860,4.8,11.8,0.404,1.6,4.4,0.373,3.1,7.4,0.422,3.4,4,0.856,0.9,2.7,3.7,4.2,1.3,0.2,1.7,2.2,14.7,1.96
11,Kenny Anderson\anderke01,PG,31,BOS,76,76,2430,4.6,10.6,0.436,0.1,0.5,0.273,4.5,10.1,0.444,1.5,2,0.742,0.8,3.2,4.1,6,2.1,0.1,1.8,3.1,10.8,1.83
12,Nick Anderson\anderni01,SG,34,MEM,15,0,219,3.5,12.5,0.276,2.1,7.9,0.271,1.3,4.6,0.286,0.8,1.5,0.556,0.2,5.3,5.4,2.3,1,1,2.3,2.8,9.9,1.98
13,Shandon Anderson\andersh01,SG,28,NYK,82,6,1596,3.4,8.4,0.399,0.9,3.2,0.277,2.5,5.2,0.474,1.7,2.4,0.692,1.3,4.3,5.6,1.7,1.1,0.3,2.2,3,9.3,1.98
14,Greg Anthony\anthogr01,PG,34,TOT,60,38,1514,4.4,11.3,0.385,1.1,3.9,0.294,3.2,7.4,0.433,1.4,2.2,0.659,0.5,2.6,3.1,6.7,1.8,0.1,2.2,2.7,11.3,1.83
15,Gilbert Arenas\arenagi01,PG,20,GSW,47,30,1155,5.4,12,0.453,1.2,3.5,0.345,4.2,8.4,0.498,3.9,5,0.775,1.3,2.8,4.1,5.4,2.2,0.3,3,3.6,15.9,1.93
16,Brandon Armstrong\armstbr01,SG,21,NJN,35,0,196,5,15.6,0.318,0.9,3.1,0.294,4,12.5,0.324,0.9,1.8,0.5,1.8,1.1,2.9,1.5,1.3,0.2,1.5,4.8,11.8,1.96
17,Darrell Armstrong\armstda01,PG,33,ORL,82,79,2730,4.6,10.9,0.419,1.8,5.2,0.349,2.7,5.7,0.484,2.4,2.7,0.888,1.1,3.1,4.2,6,2.1,0.1,2.3,2.2,13.4,1.83
18,Carlos Arroyo\arroyca01,PG,22,TOT,37,1,371,4.8,10.8,0.441,0,0.2,0,4.8,10.6,0.45,1.3,1.7,0.722,1.2,2.7,3.9,6.8,1.1,0.1,2.2,2.9,10.8,1.88
19,Chucky Atkins\atkinch01,PG,27,DET,79,62,2285,5.8,12.4,0.466,2.2,5.3,0.411,3.6,7.2,0.507,1.3,1.9,0.692,0.5,2,2.5,4.1,1.1,0.2,2,2.8,15.1,1.8
20,Stacey Augmon\augmost01,SG,33,CHH,77,3,1319,3.8,9,0.427,0,0.1,0,3.8,8.9,0.431,2.1,2.8,0.762,1.6,4.5,6.1,2.8,1.5,0.3,1.5,3.1,9.7,2.03
21,Isaac Austin\austiis01,C,32,MEM,21,8,307,4.2,10.8,0.391,0,0.4,0,4.2,10.4,0.404,0.5,0.5,1,1.3,7,8.3,1.5,1.1,0.6,1.3,4.2,8.9,2.08
22,William Avery\averywi01,PG,22,MIN,28,0,258,3.6,12.6,0.289,0.8,4.9,0.171,2.8,7.7,0.364,1.8,2.7,0.684,0.6,2.8,3.3,5,1,0,2.7,2.4,9.9,1.88
23,Dalibor Bagarić\bagarda01,C,21,CHI,50,0,638,4.1,10,0.404,0,0.1,0,4.1,10,0.407,2.3,3.9,0.586,3.1,6,9.1,1.3,1,1.4,2.6,6.1,10.4,2.16
24,Vin Baker\bakervi01,C,30,SEA,55,41,1710,6.6,13.7,0.485,0,0.2,0.125,6.6,13.5,0.49,3,4.8,0.633,3.5,3.8,7.4,1.5,0.5,0.8,2.7,4.1,16.3,2.11
25,Erick Barkley\barkler01,PG,23,POR,19,4,228,3.8,10.7,0.353,0.2,1.1,0.143,3.6,9.6,0.377,1.4,1.6,0.9,0.8,2.1,2.8,5.4,2.7,0.2,1.9,4.6,9.2,1.85
26,Dana Barros\barroda01,PG,34,DET,29,20,582,4.6,11.9,0.385,1.5,4.4,0.338,3.1,7.5,0.413,1.3,1.7,0.778,0.1,3.5,3.5,4.8,0.9,0.1,2,2.3,11.9,1.8
27,Brent Barry\barrybr01,SG,30,SEA,81,81,3040,4.7,9.4,0.508,1.9,4.6,0.424,2.8,4.8,0.588,2.3,2.8,0.846,0.7,4.5,5.2,5,1.7,0.4,2,2.2,13.8,1.98
28,Jon Barry\barryjo01,SG,32,DET,82,6,1985,4.6,9.5,0.489,2.2,4.7,0.469,2.4,4.8,0.508,2,2.1,0.931,0.8,3.5,4.2,5,1.7,0.4,2,2.4,13.4,1.93
29,Mengke Bateer\bateeme01,C,26,DEN,27,10,408,4.7,11.6,0.402,0.4,1.1,0.333,4.3,10.6,0.408,2.6,3.3,0.784,2.8,5.6,8.5,1.9,0.9,0.4,2.8,8.3,12.3,2.11
30,Tony Battie\battito01,C,25,BOS,74,73,1819,4.2,7.7,0.541,0,0,0,4.2,7.7,0.544,1.7,2.6,0.677,3.6,5.9,9.5,0.7,1.2,1.3,1,4.3,10.1,2.11
31,Shane Battier\battish01,SF,23,MEM,78,78,3097,4.8,11.2,0.429,1.2,3.2,0.373,3.6,8,0.451,2.3,3.3,0.7,2.1,2.8,4.9,2.5,1.4,0.9,1.8,2.5,13.1,2.03
32,Charlie Bell\bellch01,SG,22,TOT,7,0,44,2.5,9,0.273,0,4.9,0,2.5,4.1,0.6,1.6,1.6,1,1.6,2.5,4.1,1.6,0,0,4.1,2.5,6.5,1.9
33,Raja Bell\bellra01,SG,25,PHI,74,12,890,4.2,9.7,0.429,0.5,1.8,0.273,3.7,7.9,0.464,1.5,1.9,0.75,1.3,3.2,4.5,2.9,0.8,0.2,1.9,4.4,10.3,1.96
34,Jonathan Bender\bendejo01,SF,21,IND,78,17,1647,4.3,10.1,0.43,1,2.7,0.36,3.3,7.3,0.457,3.1,4,0.773,1.4,3.9,5.3,1.4,0.4,1.1,2.1,3.2,12.7,2.11
35,Travis Best\besttr01,PG,29,TOT,74,21,1747,4.7,10.7,0.44,0.4,1.2,0.356,4.3,9.5,0.451,2.1,2.4,0.897,0.4,2.7,3.1,6.7,1.8,0.1,2,3.6,12,1.8
36,Mike Bibby\bibbymi01,PG,23,SAC,80,80,2659,6,13.3,0.453,0.7,1.9,0.37,5.3,11.5,0.466,2.1,2.6,0.803,0.5,2.5,3,5.5,1.2,0.2,1.8,1.8,14.9,1.85
37,Chauncey Billups\billuch01,PG,25,MIN,82,54,2355,5.3,12.6,0.423,1.9,4.8,0.394,3.4,7.8,0.441,3.2,3.6,0.885,0.5,2.9,3.5,6.9,1,0.3,2.1,2.6,15.7,1.9
38,Mookie Blaylock\blaylmo01,PG,34,GSW,35,0,599,3,8.8,0.342,0.9,2.5,0.357,2.1,6.3,0.337,0.2,0.5,0.5,0.5,2.6,3.1,6.9,1.4,0.2,2.2,1.2,7.2,1.83
39,Corie Blount\blounco01,PF,33,PHI,72,21,1426,2.9,6.3,0.458,0,0,0,2.9,6.3,0.46,0.7,1.1,0.644,3.8,5.5,9.3,1.1,1.2,0.7,1.3,4.4,6.5,2.06
40,Mark Blount\blounma01,C,26,BOS,44,0,415,2.8,6.6,0.421,0,0,,2.8,6.6,0.421,2.6,3.2,0.811,2.3,5.1,7.4,0.9,1.4,1.6,2,5.1,8.2,2.13
41,Calvin Booth\boothca01,C,25,SEA,15,15,279,4.5,10.6,0.427,0,0,,4.5,10.6,0.427,3,3.1,0.958,2.6,4.4,7,2.1,0.8,1.7,2.1,6.1,12,2.11
42,Ruben Boumtje-Boumtje\boumtru01,C,23,POR,33,1,245,1.9,4.7,0.406,0,0,,1.9,4.7,0.406,1.9,3.7,0.52,3.1,5,8.1,0.6,0.4,2.4,2.1,5.6,5.7,2.13
43,Cal Bowdler\bowdlca01,PF,24,ATL,52,0,585,3.8,10.7,0.351,0.1,0.3,0.2,3.7,10.4,0.355,2.4,2.9,0.83,2.3,4.4,6.8,0.7,1.1,0.9,0.7,3.9,10,2.08
44,Bruce Bowen\bowenbr01,SF,30,SAS,59,59,1699,3.3,8.4,0.389,1.2,3.1,0.378,2.1,5.3,0.396,1,2,0.479,0.9,2.5,3.4,1.9,1.3,0.5,1.4,2.5,8.7,1.85
45,Ryan Bowen\bowenry01,SF,26,DEN,75,21,1686,3.1,6.6,0.479,0,0.3,0.083,3.1,6.3,0.495,1.5,2,0.75,2.9,3.5,6.4,1.1,1.6,0.9,0.9,3.7,7.8,2.01
46,Ira Bowman\bowmair01,SG,28,PHI,3,0,29,6.2,8.7,0.714,0,1.2,0,6.2,7.4,0.833,0,0,,0,1.2,1.2,1.2,2.5,0,0,3.7,12.4,1.96
47,Earl Boykins\boykiea01,PG,25,LAC,68,2,761,5.2,13,0.4,0.6,2,0.31,4.6,11,0.416,2.2,2.9,0.77,1.3,1.3,2.6,6.9,0.9,0.1,2.1,2.1,13.2,1.65
48,Michael Bradley\bradlmi01,PF,22,TOR,26,0,118,4,7.6,0.52,0,0.6,0,4,7,0.565,1.2,2.4,0.5,2.1,5.2,7.3,0.9,0,1.8,1.8,3.1,9.2,2.08
49,Shawn Bradley\bradlsh01,C,29,DAL,53,16,757,3.7,7.8,0.479,0,0,0,3.7,7.7,0.481,2.8,3,0.922,2.5,5.8,8.4,1,1.3,3,1.2,6.1,10.2,2.29
50,Elton Brand\brandel01,PF,22,LAC,80,80,3020,6.3,12,0.527,0,0,,6.3,12,0.527,4.6,6.2,0.742,4.7,6.3,11,2.3,1,1.9,2.1,3,17.3,2.03
51,Terrell Brandon\brandte01,PG,31,MIN,32,28,962,5.8,13.7,0.425,0.1,0.9,0.174,5.7,12.8,0.442,3.1,3.1,0.988,0.6,2.8,3.5,9.9,1.9,0.2,1.6,1.8,14.9,1.8
52,Jamison Brewer\breweja01,SG,21,IND,13,0,43,1.7,4.2,0.4,0,0.8,0,1.7,3.3,0.5,0,0,,1.7,5,6.7,7.5,1.7,0,2.5,2.5,3.3,1.93
53,Primož Brezec\brezepr01,C,22,IND,22,4,160,3.2,6.5,0.483,0,0,,3.2,6.5,0.483,3.4,5.6,0.6,3.6,2.7,6.3,1.4,0,1.6,1.4,6.3,9.7,2.18
54,Chucky Brown\brownch01,SF,33,SAC,18,0,92,3.9,10.6,0.37,0,0,,3.9,10.6,0.37,0.4,0.8,0.5,3.9,9,12.9,2.3,0.8,1.6,2,4.7,8.2,2.01
55,Damone Brown\brownda02,SF,22,PHI,17,0,67,4.3,11.3,0.381,0,0.5,0,4.3,10.7,0.4,3.8,4.3,0.875,1.1,1.1,2.1,1.1,0.5,0.5,4.8,5.9,12.4,2.06
56,Dee Brown\brownde01,PG,33,ORL,7,0,65,1.7,11.1,0.15,0.6,6.6,0.083,1.1,4.4,0.25,0,0,,0,5,5,1.1,1.7,0.6,2.2,2.2,3.9,1.85
57,Ernest Brown\browner01,C,22,MIA,3,0,21,1.7,10.3,0.167,0,0,,1.7,10.3,0.167,1.7,6.9,0.25,1.7,8.6,10.3,0,0,1.7,5.1,6.9,5.1,2.13
58,Kedrick Brown\brownke01,SF,20,BOS,29,5,245,3.4,10.3,0.329,0.7,4,0.185,2.6,6.3,0.419,1.8,2.9,0.6,1.6,5.7,7.3,2.2,2.6,1,1,2.6,9.3,2.01
59,Kwame Brown\brownkw01,PF,19,WAS,57,3,817,4.1,10.7,0.387,0,0,0,4.1,10.7,0.388,3.1,4.4,0.707,2.8,5.9,8.7,1.9,0.7,1.1,1.9,4.6,11.4,2.11
60,P.J. Brown\brownpj01,C,32,CHH,80,80,2563,3.5,7.4,0.474,0,0,,3.5,7.4,0.474,2.4,2.8,0.858,3.8,7.2,11,1.5,0.8,1.1,1.2,3.1,9.4,2.11
61,Randy Brown\brownra02,PG,33,BOS,1,0,6,0,6,0,0,0,,0,6,0,0,0,,0,0,0,12,0,6,0,6,0,1.88
62,Tierre Brown\brownti01,SG,22,HOU,40,1,403,4.4,10.3,0.426,0.4,1.1,0.333,4,9.2,0.437,1.9,2.5,0.75,1.1,2.7,3.8,6.3,1.7,0.3,3.6,2.3,11,1.88
63,Rick Brunson\brunsri01,PG,29,POR,59,2,520,3.1,7.8,0.398,0.4,0.8,0.545,2.7,7.1,0.382,2,2.8,0.707,1.6,3.1,4.7,7.9,1.7,0.1,3.3,3.5,8.7,1.93
64,Kobe Bryant*\bryanko01,SG,23,LAL,80,80,3063,8.8,18.8,0.469,0.4,1.6,0.25,8.4,17.2,0.489,5.7,6.9,0.829,1.3,3.9,5.2,5.1,1.4,0.4,2.6,2.7,23.7,1.98
65,Mark Bryant\bryanma01,PF,36,SAS,30,3,206,4.4,9.6,0.455,0,0,,4.4,9.6,0.455,1,1.4,0.75,4.4,3.3,7.7,1.7,1.2,0.3,1,6.6,9.8,2.06
66,Greg Buckner\buckngr01,SG,25,DAL,44,16,885,4.2,8.1,0.525,0.2,0.7,0.313,4,7.4,0.544,1.6,2.4,0.69,2.7,4.3,7,2,1.3,0.8,1.1,5,10.3,1.93
67,Jud Buechler\buechju01,SF,33,TOT,66,2,684,2.3,6.2,0.373,1.1,3.2,0.35,1.2,3.1,0.397,0.1,0.2,0.5,1.5,4.6,6.1,1.7,1.1,0.4,0.8,2.8,5.8,1.98
68,Rodney Buford\buforro01,SG,24,MEM,63,21,1769,5.3,12.1,0.435,0.3,1.4,0.243,4.9,10.6,0.461,1.2,1.6,0.725,1.1,4.5,5.5,1.4,0.9,0.2,1.3,2.2,12,1.96
69,Matt Bullard\bullama01,PF,34,CHH,31,0,350,4,11.8,0.339,1.6,5.9,0.281,2.4,6,0.397,1.1,1.2,0.917,1,3.8,4.8,1.6,0.2,0.2,1.2,3,10.8,2.08
70,Mitchell Butler\butlemi02,SG,31,POR,11,0,90,4,9.2,0.435,0.4,1.2,0.333,3.6,8,0.45,3.2,4.8,0.667,2.4,3.2,5.6,2,0,0.4,2,4,11.6,1.96
71,Jason Caffey\caffeja01,PF,28,MIL,23,0,283,4.6,9.2,0.5,0,0.1,0,4.6,9,0.507,3.4,5.5,0.628,3.1,3.3,6.4,1.5,0.5,0.6,2.4,5,12.6,2.03
72,Marcus Camby\cambyma01,C,27,NYK,29,29,1007,4.6,10.4,0.448,0,0,0,4.6,10.3,0.45,2.2,3.5,0.626,3.2,8.3,11.5,1.2,1.2,1.8,1.5,3.8,11.5,2.11
73,Elden Campbell\campbel01,PF,33,CHH,77,74,2156,6.4,13.3,0.484,0,0,0,6.4,13.2,0.485,5.1,6.4,0.797,2.2,6.6,8.8,1.7,1,2.3,2.3,4.4,17.9,2.11
74,Brian Cardinal\cardibr01,PF,24,DET,8,0,43,5,10.9,0.462,2.5,5.9,0.429,2.5,5,0.5,1.7,1.7,1,1.7,3.3,5,1.7,0.8,0,0,4.2,14.2,2.03
75,Anthony Carter\cartean01,PG,26,MIA,46,18,1050,3.1,8.9,0.342,0,0.7,0.053,3,8.3,0.365,0.7,1.2,0.528,0.7,3.4,4,7.3,1.7,0.1,2.5,2.9,6.8,1.85
76,Vince Carter\cartevi01,SG,25,TOR,60,60,2385,8.4,19.7,0.428,1.8,4.7,0.387,6.6,15,0.441,3.7,4.6,0.798,2.1,2.6,4.7,3.6,1.4,0.6,2.3,2.9,22.4,1.98
77,Sam Cassell\cassesa01,PG,32,MIL,74,73,2605,7.7,16.5,0.463,1,2.8,0.348,6.7,13.7,0.486,3.9,4.5,0.86,0.7,3.6,4.3,6.8,1.2,0.2,2.4,2.9,20.2,1.9
78,Kelvin Cato\catoke01,C,27,HOU,75,73,1917,3.6,6.1,0.583,0,0,0,3.6,6.1,0.585,2.1,3.6,0.582,3.3,6.6,9.9,0.5,0.8,1.8,1,3.9,9.3,2.11
79,Tyson Chandler\chandty01,C,19,CHI,71,31,1389,3.9,7.9,0.497,0,0,,3.9,7.9,0.497,3.5,5.8,0.604,3,5.9,8.9,1.4,0.7,2.4,2.6,4.6,11.3,2.13
80,Calbert Cheaney\cheanca01,SG,30,DEN,68,47,1631,4.9,10.3,0.481,0,0.1,0,4.9,10.2,0.485,1,1.5,0.687,1.3,4,5.3,2.4,0.8,0.5,1.5,3.4,10.9,2.01
81,Chris Childs\childch01,PG,34,TOR,69,4,1576,2.2,6.8,0.328,0.8,2.7,0.275,1.5,4,0.364,1.3,1.6,0.817,0.4,3.1,3.5,8,1.3,0.1,2.8,4,6.5,1.9
82,Doug Christie\chrisdo01,SG,31,SAC,81,81,2798,4.3,9.5,0.46,1.2,3.3,0.352,3.2,6.2,0.518,2.7,3.1,0.851,1,3.9,4.8,4.4,2.1,0.3,2.1,2.7,12.5,1.98
83,Keon Clark\clarkke01,C,26,TOR,81,31,2185,6.3,12.8,0.49,0,0.1,0,6.3,12.7,0.494,2.6,3.8,0.674,3,6.9,9.9,1.4,1,2,2.3,4.3,15.1,2.11
84,Speedy Claxton\claxtsp01,PG,23,PHI,67,18,1528,4.3,10.6,0.4,0.1,0.8,0.121,4.2,9.9,0.422,2.7,3.2,0.838,1.1,2.7,3.8,4.7,2.2,0.1,2.2,3.4,11.3,1.98
85,Mateen Cleaves\cleavma01,PG,24,SAC,32,0,153,7.1,16,0.441,0.5,1.9,0.25,6.6,14.1,0.467,1.9,2.1,0.889,0.2,1.6,1.9,5.9,1.6,0,6.4,2.1,16.5,1.88
86,Derrick Coleman\colemde01,PF,34,PHI,58,58,2080,5.7,12.7,0.45,0.5,1.4,0.337,5.2,11.3,0.465,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1,2.08
87,Bimbo Coles\colesbi01,PG,33,CLE,47,1,693,2.9,7.6,0.384,0.2,1,0.2,2.7,6.5,0.413,1.7,1.9,0.892,0.6,2.2,2.9,5.6,0.7,0.2,1.6,3.1,7.7,1.85
88,Jason Collier\collija02,C,24,HOU,25,2,365,4,9.4,0.432,0,0.1,0,4,9.3,0.436,2.4,3.2,0.75,3.1,5,8.1,0.9,0.6,0.4,1.3,3.9,10.5,2.13
89,Jarron Collins\collija03,C,23,UTA,70,68,1440,3.9,8.6,0.461,0,0,0,3.9,8.6,0.462,3.3,4.5,0.74,3.4,3.9,7.4,1.4,0.7,0.5,1.4,5.9,11.3,2.11
90,Jason Collins\collija04,C,23,NJN,77,9,1407,3,7.1,0.421,0,0.1,0.5,3,7.1,0.42,2.9,4.2,0.701,3.4,4.3,7.7,2.1,0.7,1.2,1.8,4.4,9,2.13
91,Chris Crawford\crawfch01,PF,26,ATL,7,4,131,5.8,12.4,0.467,0,0.3,0,5.8,12.1,0.477,3,4.1,0.733,2.5,4.4,6.9,1.4,0.5,1.4,2.7,5.8,14.6,2.06
92,Jamal Crawford\crawfja01,PG,21,CHI,23,6,481,6.7,14,0.476,1.9,4.3,0.448,4.7,9.7,0.488,0.7,1,0.769,0.4,2.2,2.5,4.1,1.3,0.4,2.4,1.3,16,1.96
93,Joe Crispin\crispjo01,PG,22,TOT,21,0,156,6,15.7,0.382,3.5,9,0.385,2.5,6.7,0.379,2.8,3,0.923,0.5,2.1,2.5,6,1.2,0,2.3,2.3,18.2,1.83
94,Austin Croshere\croshau01,PF,26,IND,76,1,1286,5.2,12.5,0.413,1.4,4.1,0.338,3.8,8.5,0.449,2.7,3.2,0.851,2.1,6.2,8.2,2.2,0.7,0.8,1.9,3,14.4,2.06
95,John Crotty\crottjo01,PG,32,UTA,41,0,802,4.4,9.3,0.471,1.4,3.1,0.449,3,6.2,0.482,2.6,3,0.864,0.7,2.6,3.4,6.3,0.9,0,2.3,3.5,12.7,1.85
96,Vonteego Cummings\cummivo01,PG,25,PHI,58,1,501,5.6,13.4,0.417,0.9,3.3,0.261,4.7,10.1,0.468,1.7,2.3,0.75,1,2.7,3.7,4.3,1.3,0.4,2.6,3.8,13.8,1.9
97,Dell Curry\curryde01,SG,37,TOR,56,4,886,5.7,14.1,0.406,1.8,5.3,0.344,3.9,8.8,0.444,1.3,1.5,0.892,0.9,2.4,3.3,2.5,0.9,0.2,1.7,2,14.6,1.93
98,Eddy Curry\curryed01,C,19,CHI,72,31,1150,5.9,11.8,0.501,0,0,,5.9,11.8,0.501,3.3,5,0.656,3.5,5,8.5,0.8,0.5,1.7,2.2,5.4,15.1,2.13
99,Michael Curry\currymi01,SG,33,DET,82,75,1912,2.4,5.2,0.453,0.1,0.5,0.269,2.2,4.7,0.472,1.4,1.7,0.791,0.3,2.9,3.2,2.4,0.9,0.2,1.1,3.9,6.2,1.96
100,Samuel Dalembert\dalemsa01,C,20,PHI,34,0,177,4.5,10.2,0.44,0,0,,4.5,10.2,0.44,1.4,3.7,0.389,5.1,8.7,13.8,1,1.2,2.6,2.8,6.1,10.4,2.11
101,Erick Dampier\dampier01,C,26,GSW,73,46,1740,4.3,9.9,0.435,0,0,,4.3,9.9,0.435,2.8,4.4,0.645,3.5,4.6,8,1.8,0.4,3.5,3.2,4.9,11.5,2.11
102,Antonio Daniels\daniean01,SG,26,SAS,82,13,2175,4.5,10.1,0.44,0.9,3.2,0.291,3.5,6.9,0.51,2.6,3.5,0.752,0.4,2.5,2.9,3.8,0.8,0.2,1.2,1.7,12.5,1.93
103,Antonio Davis\davisan01,PF,33,TOR,77,77,2978,5,11.6,0.426,0,0,0,5,11.6,0.426,3.5,4.3,0.818,3.1,5.9,8.9,1.9,0.7,1,1.9,2.7,13.5,2.06
104,Baron Davis\davisba01,PG,22,CHH,82,82,3318,6.1,14.5,0.417,1.8,5.2,0.356,4.2,9.4,0.451,2.1,3.7,0.58,1,2.8,3.8,7.6,1.9,0.5,2.7,2.6,16.1,1.9
105,Dale Davis\davisda01,C,32,POR,78,77,2447,4.4,8.5,0.51,0,0,,4.4,8.5,0.51,2.2,3.1,0.708,3.9,6.3,10.1,1.4,0.9,1.2,0.9,2.8,10.9,2.11
106,Emanual Davis\davisem01,PG,33,ATL,28,20,774,3.3,9.2,0.354,1.3,4,0.341,1.9,5.3,0.363,0.7,0.8,0.889,0.9,2.6,3.4,3.2,1.3,0.2,2.4,3.2,8.6,1.93
107,Hubert Davis\davishu01,SG,31,WAS,51,17,1231,4.3,9.5,0.448,1.7,3.7,0.452,2.6,5.8,0.445,0.5,0.6,0.762,0.2,2,2.3,3.1,0.8,0.1,1.3,1.7,10.7,1.96
108,Ricky Davis\davisri01,SF,22,CLE,82,8,1954,6.9,14.4,0.481,0.2,0.6,0.314,6.7,13.7,0.489,3.6,4.6,0.79,1.2,3.3,4.5,3.3,1.3,0.4,2.7,2.7,17.7,1.98
109,Andrew DeClercq\declean01,C,28,ORL,61,14,633,3.8,8.5,0.45,0,0,,3.8,8.5,0.45,1.6,2.8,0.56,4.2,5.1,9.3,1.3,1.3,1.4,1.9,7.4,9.2,2.08
110,Vinny Del Negro\delnevi01,PG,35,PHO,2,0,6,6,24,0.25,0,0,,6,24,0.25,0,0,,0,0,0,12,0,0,0,0,12,1.93
